,n_comprobante,fecha,cliente,codigo,cantidad,descripcion,p_unitario,iva,precio_final,rubro
23326,B 0003- 00190333,2023-04-15,Cliente: Consumidor Final (1),7895213,1,Amargo Obrero 950cm3,630.0,21.0,630.0,bebidas alcoholicas (23)
23327,B 0003- 00190333,2023-04-15,Cliente: Consumidor Final (1),6017,1,papas lays x 94 grs,640.0,21.0,640.0,lays (24)
23328,B 0003- 00190334,2023-04-15,Cliente: Consumidor Final (1),2,1,Cigarrillos Suelto lucky,30.0,21.0,30.0,cigarrillos
23329,B 0003- 00190335,2023-04-15,Cliente: Consumidor Final (1),7791452,1,HIELO x 2 KG,320.0,21.0,320.0,congelados (1.504)
23330,B 0003- 00190335,2023-04-15,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,580.0,21.0,580.0,coca cola (308)
23331,B 0003- 00190335,2023-04-15,Cliente: Consumidor Final (1),7894323,1,Pehuamar acanaladas 80grs,450.0,21.0,450.0,lays (24)
23332,B 0003- 00190336,2023-04-15,Cliente: Consumidor Final (1),7893720,1,Carbon Loeones,590.0,21.0,590.0,almacen (15)
23333,B 0003- 00190337,2023-04-15,Cliente: Consumidor Final (1),9540835,1,Patagonia 24.7 330 botella,380.0,21.0,380.0,quilmes (312)
23334,B 0003- 00190338,2023-04-15,Cliente: QR Nico (21),7893780,1,mani pelado pehuamar x 85grs,450.0,21.0,450.0,lays (24)
23335,B 0003- 00190338,2023-04-15,Cliente: QR Nico (21),9540656,1,Mani Con Cascara 200gr el buho,370.0,21.0,370.0,snack (306)
23336,B 0003- 00190338,2023-04-15,Cliente: QR Nico (21),7894624,1,3D 95g,640.0,21.0,640.0,lays (24)
23337,B 0003- 00190338,2023-04-15,Cliente: QR Nico (21),7894323,1,Pehuamar acanaladas 80grs,450.0,21.0,450.0,lays (24)
23338,B 0003- 00190338,2023-04-15,Cliente: QR Nico (21),7895275,2,Imperial Apa Lata 473cc,430.0,21.0,860.0,cervezas (26)
23339,B 0003- 00190338,2023-04-15,Cliente: QR Nico (21),6407,1,Coca Cola 2.25cc,795.0,21.0,795.0,coca cola (308)
23340,B 0003- 00190339,2023-04-15,Cliente: Consumidor Final (1),6057,1,OCB negros,240.0,21.0,240.0,cigarrillos
23341,B 0003- 00190340,2023-04-15,Cliente: QR Nico (21),65,2,PIZZA ESPECIAL/MUZZA/NAPO/CANTI/ROQUE,510.0,21.0,1020.0,comida (30)
23342,B 0003- 00190340,2023-04-15,Cliente: QR Nico (21),7895248,1,Tabaco Stanley 30g doble vainilla,1290.0,21.0,1290.0,cigarrillos
23343,B 0003- 00190340,2023-04-15,Cliente: QR Nico (21),28,1,Filtros slim Gizeh,340.0,21.0,340.0,cigarrillos
23344,B 0003- 00190340,2023-04-15,Cliente: QR Nico (21),1661,1,OCB organico,240.0,21.0,240.0,cigarrillos
23345,B 0003- 00190341,2023-04-15,Cliente: Consumidor Final (1),3511,1,Topline 7 Mandarina,90.0,21.0,90.0,chiclets (6)
23346,B 0003- 00190342,2023-04-15,Cliente: Consumidor Final (1),23,1,Parliament Box,760.0,10.5,760.0,cigarrillos
23347,B 0003- 00190343,2023-04-15,Cliente: Consumidor Final (1),9540735,2,Lucky box convertible 20,620.0,21.0,1240.0,cigarrillos
23348,B 0003- 00190344,2023-04-15,Cliente: Consumidor Final (1),1535,2,Chocolate Cadbury yogurt frutilla 80g,630.0,21.0,1260.0,chocolates (4)
23349,B 0003- 00190344,2023-04-15,Cliente: Consumidor Final (1),6611,3,Speed 500ML,430.0,21.0,1290.0,energizantes (314)
23350,B 0003- 00190344,2023-04-15,Cliente: Consumidor Final (1),7894626,1,Sidra 1888 750cc,1550.0,21.0,1550.0,bebidas alcoholicas (23)
23351,B 0003- 00190345,2023-04-15,Cliente: Consumidor Final (1),61,1,Mogul Ositos,90.0,21.0,90.0,golosinas
23352,B 0003- 00190345,2023-04-15,Cliente: Consumidor Final (1),1038,1,Gatorade Cool Blue 500cc,390.0,21.0,390.0,pepsi (309)
23353,B 0003- 00190345,2023-04-15,Cliente: Consumidor Final (1),13,1,Philip Morris 10,360.0,10.5,360.0,cigarrillos
23354,B 0003- 00190345,2023-04-15,Cliente: Consumidor Final (1),1645,1,Pepsi 500cc,220.0,21.0,220.0,pepsi (309)
23355,B 0003- 00190346,2023-04-15,Cliente: Consumidor Final (1),7894470,1,Pañuelos Candela,50.0,21.0,50.0,perfumeria (16)
23356,B 0003- 00190346,2023-04-15,Cliente: Consumidor Final (1),7894749,1,huevo kinder rosa nena 20 g,340.0,21.0,340.0,chocolates (4)
23357,B 0003- 00190347,2023-04-15,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,580.0,21.0,580.0,coca cola (308)
23358,B 0003- 00190347,2023-04-15,Cliente: Consumidor Final (1),907,1,Sprite 1500cc,580.0,21.0,580.0,coca cola (308)
23359,B 0003- 00190348,2023-04-15,Cliente: Consumidor Final (1),9540833,1,beldent menta fresh sparks,130.0,21.0,130.0,chiclets (6)
23360,B 0003- 00190349,2023-04-15,Cliente: Consumidor Final (1),7791452,1,HIELO x 2 KG,320.0,21.0,320.0,congelados (1.504)
23361,B 0003- 00190350,2023-04-15,Cliente: Billetera (23),6738,1,Pan de Hamburguesas Bimbo,260.0,0.0,260.0,9999
23362,B 0003- 00190350,2023-04-15,Cliente: Billetera (23),898,1,Coca Cola 1250cc Retornable,425.0,21.0,425.0,coca cola (308)
23363,B 0003- 00190350,2023-04-15,Cliente: Billetera (23),960,2,hamburguesa paty express x 2,250.0,21.0,500.0,congelados (1.504)
23364,B 0003- 00190351,2023-04-15,Cliente: QR Nico (21),6600,1,"Levite Manzana Cero 1,5 lt",450.0,21.0,450.0,9999
23365,B 0003- 00190352,2023-04-15,Cliente: Consumidor Final (1),6191,1,Pepsi 2L Retornable,460.0,21.0,460.0,pepsi (309)
23366,B 0003- 00190352,2023-04-15,Cliente: Consumidor Final (1),88,1,alfajor Trii Shot,280.0,21.0,280.0,alfajores (5)
23367,B 0003- 00190352,2023-04-15,Cliente: Consumidor Final (1),85,1,Alfajor Block x 60 g,240.0,21.0,240.0,alfajores (5)
23368,B 0003- 00190353,2023-04-15,Cliente: QR Nico (21),7791452,1,HIELO x 2 KG,320.0,21.0,320.0,congelados (1.504)
23369,B 0003- 00190353,2023-04-15,Cliente: QR Nico (21),6430,1,Coca Cola Zero de 2.25,795.0,21.0,795.0,coca cola (308)
23370,B 0003- 00190354,2023-04-15,Cliente: Consumidor Final (1),7791452,1,HIELO x 2 KG,320.0,21.0,320.0,congelados (1.504)
23371,B 0003- 00190355,2023-04-15,Cliente: QR Nico (21),7791452,1,HIELO x 2 KG,320.0,21.0,320.0,congelados (1.504)
23372,B 0003- 00190355,2023-04-15,Cliente: QR Nico (21),7895013,1,Lays jamon serrano 85g,640.0,21.0,640.0,lays (24)
23373,B 0003- 00190356,2023-04-15,Cliente: Consumidor Final (1),7898320,1,Imperial Golden lata 473,390.0,21.0,390.0,cervezas (26)
23374,B 0003- 00190356,2023-04-15,Cliente: Consumidor Final (1),7791617,1,Fanta Zero 500,220.0,21.0,220.0,9999
23375,B 0003- 00190357,2023-04-15,Cliente: QR Nico (21),7898320,3,Imperial Golden lata 473,390.0,21.0,1170.0,cervezas (26)
23376,B 0003- 00190358,2023-04-15,Cliente: Consumidor Final (1),7893575,2,Lata Heineken 473 cm3,510.0,21.0,1020.0,cervezas (26)
23377,B 0003- 00190359,2023-04-15,Cliente: Consumidor Final (1),7893899,1,Marlboro fusion blast box,630.0,21.0,630.0,cigarrillos
23378,B 0003- 00190360,2023-04-15,Cliente: Consumidor Final (1),30,1,Lucky Strike Box,620.0,10.5,620.0,cigarrillos
23379,B 0003- 00190361,2023-04-15,Cliente: Consumidor Final (1),7795171,1,L&M blue crafted 20ks,490.0,21.0,490.0,9999
23380,B 0003- 00190362,2023-04-15,Cliente: Consumidor Final (1),7895148,2,Andes roja lata 473,380.0,21.0,760.0,quilmes (312)
23381,B 0003- 00190363,2023-04-15,Cliente: Consumidor Final (1),6407,1,Coca Cola 2.25cc,795.0,21.0,795.0,coca cola (308)
23382,B 0003- 00190363,2023-04-15,Cliente: Consumidor Final (1),57,1,Mogul Rollo,100.0,21.0,100.0,golosinas
23383,B 0003- 00190364,2023-04-15,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,580.0,21.0,580.0,coca cola (308)
23384,B 0003- 00190365,2023-04-15,Cliente: Consumidor Final (1),7791419,7,Heineken Ret x 1L,1010.0,21.0,7070.0,cervezas (26)
23385,B 0003- 00190365,2023-04-15,Cliente: Consumidor Final (1),213,1,lays asado 85g,250.0,21.0,250.0,lays (24)
23386,B 0003- 00190365,2023-04-15,Cliente: Consumidor Final (1),309,1,mani pehuamar pelado 150gr,350.0,21.0,350.0,snack (306)
23387,B 0003- 00190366,2023-04-15,Cliente: Consumidor Final (1),21,1,Philip Morris KS,550.0,10.5,550.0,cigarrillos
23388,B 0003- 00190367,2023-04-15,Cliente: Consumidor Final (1),3021,1,"sanguche milanesa jamon, queso casero",700.0,21.0,700.0,9999
23389,B 0003- 00190368,2023-04-15,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,250.0,21.0,250.0,coca cola (308)
23390,B 0003- 00190369,2023-04-15,Cliente: Consumidor Final (1),9540740,1,Mirinda 2.25L,430.0,21.0,430.0,9999
23391,B 0003- 00190369,2023-04-15,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,550.0,21.0,550.0,coca cola (308)
23392,B 0003- 00190370,2023-04-15,Cliente: QR Nico (21),993,1,pasta dental Kolynos  70g,260.0,21.0,260.0,almacen (15)
23393,B 0003- 00190371,2023-04-15,Cliente: Consumidor Final (1),934,1,Villavicencio Sport 750cc,290.0,21.0,290.0,levite (310)
23394,B 0003- 00190372,2023-04-15,Cliente: Consumidor Final (1),7791419,1,Heineken Ret x 1L,1010.0,21.0,1010.0,cervezas (26)
23395,B 0003- 00190373,2023-04-15,Cliente: Consumidor Final (1),6518,1,topline 7 frutilla,130.0,21.0,130.0,9999
23396,B 0003- 00190374,2023-04-15,Cliente: Consumidor Final (1),3567,2,Alfajor minitorta aguila coco,240.0,21.0,480.0,alfajores (5)
23397,B 0003- 00190374,2023-04-15,Cliente: Consumidor Final (1),95,1,MILKA MOOSE X3.,280.0,21.0,280.0,alfajores (5)
23398,B 0003- 00190374,2023-04-15,Cliente: Consumidor Final (1),89,1,Alfajor Milka Dulce de Leche,230.0,21.0,230.0,alfajores (5)
23399,B 0003- 00190374,2023-04-15,Cliente: Consumidor Final (1),9541159,1,oblea bon o bon blanco arcor,90.0,21.0,90.0,9999
23400,B 0003- 00190374,2023-04-15,Cliente: Consumidor Final (1),8,1,Oblea Bon o Bon,90.0,21.0,90.0,golosinas
23401,B 0003- 00190375,2023-04-15,Cliente: Consumidor Final (1),1521,1,Carlitos Migamax,540.0,21.0,540.0,sandwich (1.500)
23402,B 0003- 00190376,2023-04-15,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,250.0,21.0,250.0,coca cola (308)
23403,B 0003- 00190377,2023-04-15,Cliente: Consumidor Final (1),921,1,kit kat 41.5 grs,235.0,21.0,235.0,chocolates (4)
23404,B 0003- 00190378,2023-04-15,Cliente: Consumidor Final (1),6067,1,Encendedor Maxi Bic,300.0,21.0,300.0,encendedores (307)
23405,B 0003- 00190379,2023-04-15,Cliente: QR Nico (21),9540415,1,Corona 710cm Grande,840.0,21.0,840.0,quilmes (312)
23406,B 0003- 00190379,2023-04-15,Cliente: QR Nico (21),7791353,1,Beldent Menta Fuerte,130.0,21.0,130.0,chiclets (6)
23407,B 0003- 00190380,2023-04-15,Cliente: QR Nico (21),9540851,1,Cadbury 3 sueños 82 grs,600.0,21.0,600.0,chocolates (4)
23408,B 0003- 00190381,2023-04-15,Cliente: Consumidor Final (1),7791469,1,Ibu 600  x unidad,40.0,21.0,40.0,perfumeria (16)
23409,B 0003- 00190382,2023-04-15,Cliente: Consumidor Final (1),13,1,Philip Morris 10,360.0,10.5,360.0,cigarrillos
23410,B 0003- 00190382,2023-04-15,Cliente: Consumidor Final (1),7893575,1,Lata Heineken 473 cm3,510.0,21.0,510.0,cervezas (26)
23411,B 0003- 00190383,2023-04-15,Cliente: Consumidor Final (1),173,1,Cofler Block x38g,190.0,21.0,190.0,chocolates (4)
23412,B 0003- 00190383,2023-04-15,Cliente: Consumidor Final (1),6609,1,Prime Mega,630.0,21.0,630.0,preservativos (27)
23413,B 0003- 00190384,2023-04-15,Cliente: Billetera (23),1672,2,Monster Mango Loco 473ml,480.0,21.0,960.0,energizantes (314)
23414,B 0003- 00190385,2023-04-15,Cliente: Consumidor Final (1),173,1,Cofler Block x38g,190.0,21.0,190.0,chocolates (4)
23415,B 0003- 00190385,2023-04-15,Cliente: Consumidor Final (1),100,1,Alfajor Fantoche Triple Blanco,170.0,21.0,170.0,alfajores (5)
23416,B 0003- 00190386,2023-04-15,Cliente: Consumidor Final (1),7893899,1,Marlboro fusion blast box,630.0,21.0,630.0,cigarrillos
23417,B 0003- 00190386,2023-04-15,Cliente: Consumidor Final (1),7791353,1,Beldent Menta Fuerte,130.0,21.0,130.0,chiclets (6)
23418,B 0003- 00190386,2023-04-15,Cliente: Consumidor Final (1),7893575,1,Lata Heineken 473 cm3,510.0,21.0,510.0,cervezas (26)
23419,B 0003- 00190387,2023-04-15,Cliente: Consumidor Final (1),273,1,Fernet Branca x 450 cc,1800.0,21.0,1800.0,bebidas alcoholicas (23)
23420,B 0003- 00190387,2023-04-15,Cliente: Consumidor Final (1),899,1,Coca Cola 1500 cc,580.0,21.0,580.0,coca cola (308)
23421,B 0003- 00190388,2023-04-15,Cliente: Consumidor Final (1),6340,1,Philip Morris Caps 10,360.0,21.0,360.0,cigarrillos
23422,B 0003- 00190389,2023-04-15,Cliente: Consumidor Final (1),928,2,7up 1500 cc,480.0,21.0,960.0,pepsi (309)
23423,B 0003- 00190390,2023-04-15,Cliente: Consumidor Final (1),7791419,1,Heineken Ret x 1L,1010.0,21.0,1010.0,cervezas (26)
23424,B 0003- 00190390,2023-04-15,Cliente: Consumidor Final (1),7893575,3,Lata Heineken 473 cm3,510.0,21.0,1530.0,cervezas (26)
23425,B 0003- 00190391,2023-04-16,Cliente: Consumidor Final (1),31,1,lucky Strike 20KS,550.0,21.0,550.0,cigarrillos
23426,B 0003- 00190392,2023-04-16,Cliente: Consumidor Final (1),3567,1,Alfajor minitorta aguila coco,240.0,21.0,240.0,alfajores (5)
23427,B 0003- 00190392,2023-04-16,Cliente: Consumidor Final (1),921,1,kit kat 41.5 grs,235.0,21.0,235.0,chocolates (4)
23428,B 0003- 00190393,2023-04-16,Cliente: QR Nico (21),907,1,Sprite 1500cc,580.0,21.0,580.0,coca cola (308)
23429,B 0003- 00190394,2023-04-16,Cliente: Consumidor Final (1),1609,1,milka leger almendras 50g,450.0,21.0,450.0,chocolates (4)
23430,B 0003- 00190395,2023-04-16,Cliente: QR Nico (21),903,1,coca cola retornable 2000,550.0,21.0,550.0,coca cola (308)
23431,B 0003- 00190396,2023-04-16,Cliente: Consumidor Final (1),974,1,yogur con cereal clasico serenisima,290.0,21.0,290.0,lacteos (28)
23432,B 0003- 00190396,2023-04-16,Cliente: Consumidor Final (1),6215,1,Alfajor B&N TRIPLE Negro BAGLEY,240.0,21.0,240.0,alfajores (5)
23433,B 0003- 00190397,2023-04-16,Cliente: Consumidor Final (1),896,1,Coca Cola 500cc,250.0,21.0,250.0,coca cola (308)
23434,B 0003- 00190398,2023-04-16,Cliente: Consumidor Final (1),3502,2,Cafe jarra,200.0,21.0,400.0,comida (30)
23435,B 0003- 00190399,2023-04-16,Cliente: Consumidor Final (1),7791586,1,yogur tregar natural 140g,250.0,21.0,250.0,lacteos (28)
23436,B 0003- 00190399,2023-04-16,Cliente: Consumidor Final (1),1669,1,yogur firme vainilla  190g,230.0,21.0,230.0,lacteos (28)
23437,B 0003- 00190399,2023-04-16,Cliente: Consumidor Final (1),3502,3,Cafe jarra,200.0,21.0,600.0,comida (30)
23438,B 0003- 00190399,2023-04-16,Cliente: Consumidor Final (1),33,1,pastafrola membrillo/batata casita dulce,540.0,21.0,540.0,9999
23439,B 0003- 00190400,2023-04-16,Cliente: Consumidor Final (1),21,1,Philip Morris KS,550.0,10.5,550.0,cigarrillos
23440,B 0003- 00190401,2023-04-16,Cliente: Consumidor Final (1),7893899,1,Marlboro fusion blast box,630.0,21.0,630.0,cigarrillos
23441,B 0003- 00190402,2023-04-16,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,280.0,21.0,280.0,cigarrillos
23442,B 0003- 00190403,2023-04-16,Cliente: Consumidor Final (1),7895153,1,Imperial negra lata 473,410.0,21.0,410.0,cervezas (26)
23443,B 0003- 00190403,2023-04-16,Cliente: Consumidor Final (1),7893780,1,mani pelado pehuamar x 85grs,450.0,21.0,450.0,lays (24)
23444,B 0003- 00190404,2023-04-16,Cliente: Consumidor Final (1),6795,2,cafe en saquito la virginia x 5grs,60.0,21.0,120.0,almacen (15)
23445,B 0003- 00190405,2023-04-16,Cliente: Consumidor Final (1),3502,2,Cafe jarra,200.0,21.0,400.0,comida (30)
23446,B 0003- 00190406,2023-04-16,Cliente: Consumidor Final (1),9541007,1,papas Tryms con pimento morron 60g,290.0,21.0,290.0,almacen (15)
23447,B 0003- 00190406,2023-04-16,Cliente: Consumidor Final (1),7894127,1,Cheetos horneados 94g,640.0,21.0,640.0,lays (24)
23448,B 0003- 00190407,2023-04-16,Cliente: QR Nico (21),6449,1,toallas con alas always x 8,290.0,21.0,290.0,perfumeria (16)
23449,B 0003- 00190408,2023-04-16,Cliente: Consumidor Final (1),21,1,Philip Morris KS,550.0,10.5,550.0,cigarrillos
23450,B 0003- 00190409,2023-04-16,Cliente: Consumidor Final (1),7791534,2,Guaymallen simple blanco,65.0,21.0,130.0,9999
23451,B 0003- 00190410,2023-04-16,Cliente: Billetera (23),65,1,PIZZA ESPECIAL/MUZZA/NAPO/CANTI/ROQUE,510.0,21.0,510.0,comida (30)
23452,B 0003- 00190411,2023-04-16,Cliente: Consumidor Final (1),6492,1,Coca cola Zero lata 310 ml,210.0,21.0,210.0,coca cola (308)
23453,B 0003- 00190412,2023-04-16,Cliente: Consumidor Final (1),7893780,1,mani pelado pehuamar x 85grs,450.0,21.0,450.0,lays (24)
23454,B 0003- 00190412,2023-04-16,Cliente: Consumidor Final (1),9541117,1,Quento queso cebolla y ciboulette,460.0,21.0,460.0,9999
23455,B 0003- 00190412,2023-04-16,Cliente: Consumidor Final (1),7894981,1,Palitos San Isidrio 150g Panceta,190.0,21.0,190.0,snack (306)
23456,B 0003- 00190413,2023-04-16,Cliente: Billetera (23),6074,1,Doritos 85g,650.0,21.0,650.0,lays (24)
23457,B 0003- 00190414,2023-04-16,Cliente: Billetera (23),1567,2,cappucciono la virginia,140.0,21.0,280.0,almacen (15)
23458,B 0003- 00190414,2023-04-16,Cliente: Billetera (23),943,1,Levite Pera 1500cc,450.0,21.0,450.0,levite (310)
23459,B 0003- 00190414,2023-04-16,Cliente: Billetera (23),6216,2,Cappuccino La Virginia x Sobre de 12.5 g,90.0,21.0,180.0,almacen (15)
23460,B 0003- 00190414,2023-04-16,Cliente: Billetera (23),7893428,1,Crema de Leche Tregar 200cc,460.0,21.0,460.0,lacteos (28)
23461,B 0003- 00190414,2023-04-16,Cliente: Billetera (23),6718,1,Salchichas Paladini x 6,375.0,21.0,375.0,lacteos (28)
23462,B 0003- 00190415,2023-04-16,Cliente: Consumidor Final (1),30,1,Lucky Strike Box,620.0,10.5,620.0,cigarrillos
23463,B 0003- 00190416,2023-04-16,Cliente: Consumidor Final (1),7894585,1,Mani con chocolate block,290.0,21.0,290.0,golosinas
23464,B 0003- 00190416,2023-04-16,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,130.0,21.0,130.0,encendedores (307)
23465,B 0003- 00190416,2023-04-16,Cliente: Consumidor Final (1),7898317,1,Camel Box 20,700.0,21.0,700.0,cigarrillos
23466,B 0003- 00190416,2023-04-16,Cliente: Consumidor Final (1),6430,1,Coca Cola Zero de 2.25,795.0,21.0,795.0,coca cola (308)
23467,B 0003- 00190417,2023-04-16,Cliente: Consumidor Final (1),903,1,coca cola retornable 2000,550.0,21.0,550.0,coca cola (308)
23468,B 0003- 00190417,2023-04-16,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,280.0,21.0,280.0,cigarrillos
23469,B 0003- 00190418,2023-04-16,Cliente: Consumidor Final (1),6340,1,Philip Morris Caps 10,360.0,21.0,360.0,cigarrillos
23470,B 0003- 00190419,2023-04-16,Cliente: Billetera (23),1643,1,Blenders Pride Petaca,495.0,21.0,495.0,bebidas alcoholicas (23)
23471,B 0003- 00190419,2023-04-16,Cliente: Billetera (23),911,1,Fanta 1500cc,580.0,21.0,580.0,coca cola (308)
23472,B 0003- 00190420,2023-04-16,Cliente: Consumidor Final (1),7893601,1,Mirinda Naranja 1.5 lt,450.0,21.0,450.0,pepsi (309)
23473,B 0003- 00190421,2023-04-16,Cliente: Consumidor Final (1),7894224,1,Clight manzana,85.0,21.0,85.0,almacen (15)
23474,B 0003- 00190422,2023-04-16,Cliente: QR Nico (21),899,1,Coca Cola 1500 cc,580.0,21.0,580.0,coca cola (308)
23475,B 0003- 00190422,2023-04-16,Cliente: QR Nico (21),88,1,alfajor Trii Shot,280.0,21.0,280.0,alfajores (5)
23476,B 0003- 00190423,2023-04-16,Cliente: Consumidor Final (1),9541118,1,Quento batata,460.0,21.0,460.0,9999
23477,B 0003- 00190424,2023-04-16,Cliente: Consumidor Final (1),6449,1,toallas con alas always x 8,290.0,21.0,290.0,perfumeria (16)
23478,B 0003- 00190425,2023-04-16,Cliente: Consumidor Final (1),215,2,suelto economico (pier / liverpool),20.0,0.0,40.0,cigarrillos
23479,B 0003- 00190426,2023-04-16,Cliente: Consumidor Final (1),7895179,1,CIGARRILOS PIER BOX,280.0,21.0,280.0,cigarrillos
23480,B 0003- 00190427,2023-04-16,Cliente: Consumidor Final (1),3666,1,Speed Chico 250cc,310.0,21.0,310.0,energizantes (314)
23481,B 0003- 00190428,2023-04-16,Cliente: Consumidor Final (1),18,1,MARLBORO KS,620.0,10.5,620.0,cigarrillos
23482,B 0003- 00190429,2023-04-16,Cliente: Consumidor Final (1),6640,1,Cepita Durazno 300cc,170.0,21.0,170.0,9999
23483,B 0003- 00190429,2023-04-16,Cliente: Consumidor Final (1),9540619,1,Cereal mix galletita manzana 180g,325.0,21.0,325.0,galletitas (9)
23484,B 0003- 00190430,2023-04-16,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0,cigarrillos
23485,B 0003- 00190430,2023-04-16,Cliente: Consumidor Final (1),95,1,MILKA MOOSE X3.,280.0,21.0,280.0,alfajores (5)
23486,B 0003- 00190431,2023-04-16,Cliente: Consumidor Final (1),898,1,Coca Cola 1250cc Retornable,425.0,21.0,425.0,coca cola (308)
23487,B 0003- 00190432,2023-04-16,Cliente: QR Nico (21),7895106,1,Patagonia Amber Lager lata 410c,460.0,21.0,460.0,9999
23488,B 0003- 00190432,2023-04-16,Cliente: QR Nico (21),7895227,1,Patagonia 24.7 410cc,460.0,21.0,460.0,quilmes (312)
23489,B 0003- 00190432,2023-04-16,Cliente: QR Nico (21),104,1,Dos Corazones,150.0,21.0,150.0,chocolates (4)
23490,B 0003- 00190433,2023-04-16,Cliente: Consumidor Final (1),900,1,Coca cola Zero 1500cc,580.0,21.0,580.0,coca cola (308)
23491,B 0003- 00190433,2023-04-16,Cliente: Consumidor Final (1),9540929,2,milka choco pause oreo 45g,170.0,21.0,340.0,chocolates (4)
23492,B 0003- 00190433,2023-04-16,Cliente: Consumidor Final (1),100,1,Alfajor Fantoche Triple Blanco,170.0,21.0,170.0,alfajores (5)
23493,B 0003- 00190434,2023-04-16,Cliente: Consumidor Final (1),3647,1,lucky clic cool 12,360.0,21.0,360.0,cigarrillos
23494,B 0003- 00190435,2023-04-16,Cliente: Consumidor Final (1),1643,1,Blenders Pride Petaca,495.0,21.0,495.0,bebidas alcoholicas (23)
23495,B 0003- 00190436,2023-04-17,Cliente: Billetera (23),54,1,Lenguitas Maria Lujan Savores Varios,250.0,21.0,250.0,snack (306)
23496,B 0003- 00190436,2023-04-17,Cliente: Billetera (23),3511,1,Topline 7 Mandarina,90.0,21.0,90.0,chiclets (6)
23497,B 0003- 00190437,2023-04-17,Cliente: Consumidor Final (1),1661,1,OCB organico,240.0,21.0,240.0,cigarrillos
23498,B 0003- 00190438,2023-04-17,Cliente: Consumidor Final (1),3509,1,Desayuno  para llevar con 2 facturas,400.0,21.0,400.0,comida (30)
23499,B 0003- 00190439,2023-04-17,Cliente: Consumidor Final (1),3509,2,Desayuno  para llevar con 2 facturas,400.0,21.0,800.0,comida (30)
23500,B 0003- 00190440,2023-04-17,Cliente: Consumidor Final (1),3509,1,Desayuno  para llevar con 2 facturas,400.0,21.0,400.0,comida (30)
23501,B 0003- 00190441,2023-04-17,Cliente: Consumidor Final (1),9540965,1,cafe saquito la virginia puro aroma 7gr,60.0,21.0,60.0,almacen (15)
23502,B 0003- 00190442,2023-04-17,Cliente: Consumidor Final (1),21,1,Philip Morris KS,550.0,10.5,550.0,cigarrillos
23503,B 0003- 00190442,2023-04-17,Cliente: Consumidor Final (1),8,1,Oblea Bon o Bon,90.0,21.0,90.0,golosinas
23504,B 0003- 00190443,2023-04-17,Cliente: Consumidor Final (1),3504,1,Desayuno con 2 facturas/ 1 tostada,380.0,21.0,380.0,comida (30)
23505,B 0003- 00190443,2023-04-17,Cliente: Consumidor Final (1),3508,1,Café para llevar,220.0,21.0,220.0,comida (30)
23506,B 0003- 00190444,2023-04-17,Cliente: Consumidor Final (1),3509,1,Desayuno  para llevar con 2 facturas,400.0,21.0,400.0,comida (30)
23507,B 0003- 00190445,2023-04-17,Cliente: Consumidor Final (1),983,2,Quilmes Lata 473cc,360.0,21.0,720.0,quilmes (312)
23508,B 0003- 00190446,2023-04-17,Cliente: Consumidor Final (1),6519,1,Menthoplus Zero Strong,145.0,21.0,145.0,caramelos (32)
23509,B 0003- 00190446,2023-04-17,Cliente: Consumidor Final (1),1703,1,menthoplus mentol,100.0,21.0,100.0,caramelos (32)
23510,B 0003- 00190447,2023-04-17,Cliente: Consumidor Final (1),6382,1,halls menta,130.0,21.0,130.0,caramelos (32)
23511,B 0003- 00190447,2023-04-17,Cliente: Consumidor Final (1),7893809,1,Menthoplus Acidos blackcherry,125.0,21.0,125.0,caramelos (32)
23512,B 0003- 00190448,2023-04-17,Cliente: Consumidor Final (1),3517,1,Encendedor Candela,130.0,21.0,130.0,encendedores (307)
23513,B 0003- 00190449,2023-04-17,Cliente: Consumidor Final (1),3504,1,Desayuno con 2 facturas/ 1 tostada,380.0,21.0,380.0,comida (30)
23514,B 0003- 00190449,2023-04-17,Cliente: Consumidor Final (1),6182,1,9 de Oro Azucaradas 210 gr,220.0,21.0,220.0,galletitas (9)
23515,B 0003- 00190449,2023-04-17,Cliente: Consumidor Final (1),9540440,1,Brio Naranja 1.5L,200.0,21.0,200.0,levite (310)
23516,B 0003- 00190450,2023-04-17,Cliente: Consumidor Final (1),54,1,Lenguitas Maria Lujan Savores Varios,250.0,21.0,250.0,snack (306)
23517,B 0003- 00190451,2023-04-17,Cliente: Consumidor Final (1),6519,1,Menthoplus Zero Strong,145.0,21.0,145.0,caramelos (32)
23518,B 0003- 00190452,2023-04-17,Cliente: Consumidor Final (1),19,4,Marlboro Box,700.0,10.5,2800.0,cigarrillos
23519,B 0003- 00190453,2023-04-17,Cliente: Consumidor Final (1),7791562,1,Magdalenas sabor vainilla,410.0,21.0,410.0,galletitas (9)
